ablation_run_id,design_condition_id,reference_run_id,source_condition_id,outer_fold,alpha,scenario,attack,malicious_count,method_family,variant,variant_label,component_isolated,fl_seed,model_seed,random_schedule_seed,condition_rationale,component_rationale
112,3,444,74,4,0.1,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,19602983,791551251,Moderate sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
113,3,557,93,5,0.1,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1526525708,701496434,Moderate sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
114,3,557,93,5,0.1,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1526525708,701496434,Moderate sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
115,3,558,93,5,0.1,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1526525708,701496434,Moderate sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
116,3,558,93,5,0.1,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1526525708,701496434,Moderate sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
117,3,563,94,5,0.1,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,1988577654,788639995,Moderate sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
118,3,563,94,5,0.1,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,1988577654,788639995,Moderate sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
119,3,564,94,5,0.1,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,1988577654,788639995,Moderate sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
120,3,564,94,5,0.1,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,1988577654,788639995,Moderate sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
121,4,17,3,1,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,466359210,904643126,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
122,4,17,3,1,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,466359210,904643126,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
123,4,18,3,1,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,466359210,904643126,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
124,4,18,3,1,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,466359210,904643126,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
125,4,23,4,1,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,1039791761,2129548108,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
126,4,23,4,1,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,1039791761,2129548108,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
127,4,24,4,1,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,1039791761,2129548108,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
128,4,24,4,1,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,1039791761,2129548108,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
129,4,137,23,2,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1609500700,1673688556,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
130,4,137,23,2,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1609500700,1673688556,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
131,4,138,23,2,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1609500700,1673688556,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
132,4,138,23,2,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1609500700,1673688556,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
133,4,143,24,2,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,2090734901,6174703,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
134,4,143,24,2,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,2090734901,6174703,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
135,4,144,24,2,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,2090734901,6174703,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
136,4,144,24,2,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,2090734901,6174703,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
137,4,257,43,3,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1400829696,2129437073,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
138,4,257,43,3,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1400829696,2129437073,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
139,4,258,43,3,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1400829696,2129437073,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
140,4,258,43,3,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1400829696,2129437073,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
141,4,263,44,3,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,884573031,1066517935,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
142,4,263,44,3,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,884573031,1066517935,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
143,4,264,44,3,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,884573031,1066517935,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
144,4,264,44,3,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,884573031,1066517935,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
145,4,377,63,4,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,213424618,686063111,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
146,4,377,63,4,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,213424618,686063111,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
147,4,378,63,4,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,213424618,686063111,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
148,4,378,63,4,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,213424618,686063111,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
149,4,383,64,4,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,19602983,791551251,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
150,4,383,64,4,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,19602983,791551251,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
151,4,384,64,4,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,19602983,791551251,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
152,4,384,64,4,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,19602983,791551251,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
153,4,497,83,5,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1526525708,701496434,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
154,4,497,83,5,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1526525708,701496434,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
155,4,498,83,5,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1526525708,701496434,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
156,4,498,83,5,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1526525708,701496434,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
157,4,503,84,5,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,1988577654,788639995,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
158,4,503,84,5,1.0,signflip_mu0p2,sign_flip,6,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,1988577654,788639995,Moderate sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
159,4,504,84,5,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,1988577654,788639995,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
160,4,504,84,5,1.0,signflip_mu0p2,sign_flip,6,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,1988577654,788639995,Moderate sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
161,5,89,15,1,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,466359210,904643126,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
162,5,89,15,1,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,466359210,904643126,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
163,5,90,15,1,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,466359210,904643126,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
164,5,90,15,1,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,466359210,904643126,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
165,5,95,16,1,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,1039791761,2129548108,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
166,5,95,16,1,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,1039791761,2129548108,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
167,5,96,16,1,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,1039791761,2129548108,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
168,5,96,16,1,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,1039791761,2129548108,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
169,5,209,35,2,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1609500700,1673688556,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
170,5,209,35,2,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1609500700,1673688556,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
171,5,210,35,2,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1609500700,1673688556,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
172,5,210,35,2,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1609500700,1673688556,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
173,5,215,36,2,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,2090734901,6174703,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
174,5,215,36,2,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,2090734901,6174703,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
175,5,216,36,2,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,2090734901,6174703,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
176,5,216,36,2,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,2090734901,6174703,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
177,5,329,55,3,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1400829696,2129437073,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
178,5,329,55,3,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1400829696,2129437073,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
179,5,330,55,3,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1400829696,2129437073,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
180,5,330,55,3,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1400829696,2129437073,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
181,5,335,56,3,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,884573031,1066517935,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
182,5,335,56,3,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,884573031,1066517935,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
183,5,336,56,3,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,884573031,1066517935,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
184,5,336,56,3,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,884573031,1066517935,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
185,5,449,75,4,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,213424618,686063111,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
186,5,449,75,4,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,213424618,686063111,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
187,5,450,75,4,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,213424618,686063111,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
188,5,450,75,4,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,213424618,686063111,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
189,5,455,76,4,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,19602983,791551251,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
190,5,455,76,4,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,19602983,791551251,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
191,5,456,76,4,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,19602983,791551251,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
192,5,456,76,4,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,19602983,791551251,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
193,5,569,95,5,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1526525708,701496434,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
194,5,569,95,5,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1526525708,701496434,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
195,5,570,95,5,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1526525708,701496434,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
196,5,570,95,5,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1526525708,701496434,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
197,5,575,96,5,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,1988577654,788639995,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
198,5,575,96,5,0.1,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,1988577654,788639995,Strong sign-flip under strong non-IID heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
199,5,576,96,5,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,1988577654,788639995,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
200,5,576,96,5,0.1,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,1988577654,788639995,Strong sign-flip under strong non-IID heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
201,6,29,5,1,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,466359210,904643126,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
202,6,29,5,1,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,466359210,904643126,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
203,6,30,5,1,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,466359210,904643126,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
204,6,30,5,1,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,466359210,904643126,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
205,6,35,6,1,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,1039791761,2129548108,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
206,6,35,6,1,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,1039791761,2129548108,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
207,6,36,6,1,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,1039791761,2129548108,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
208,6,36,6,1,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,1039791761,2129548108,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
209,6,149,25,2,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1609500700,1673688556,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
210,6,149,25,2,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1609500700,1673688556,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
211,6,150,25,2,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1609500700,1673688556,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
212,6,150,25,2,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1609500700,1673688556,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
213,6,155,26,2,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,2090734901,6174703,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
214,6,155,26,2,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,2090734901,6174703,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
215,6,156,26,2,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,2090734901,6174703,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
216,6,156,26,2,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,2090734901,6174703,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
217,6,269,45,3,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1400829696,2129437073,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
218,6,269,45,3,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1400829696,2129437073,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
219,6,270,45,3,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1400829696,2129437073,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
